O*NET-SOC Code	Alternate Title	Short Title	Source(s)
51-9061.00	Missile Inspector	n/a	04,06,08
51-9061.00	Moisture Meter Operator	n/a	04,06,08
51-9061.00	Moisture Meter Reader	n/a	04,06
51-9061.00	Moisture Tester	n/a	04,06,08
51-9061.00	Mold Inspector	n/a	04,06
51-9061.00	Molded Goods Spot Picker	n/a	08
51-9061.00	Molded Parts Inspector	n/a	08
51-9061.00	Money Examiner	n/a	04,06
51-9061.00	Motor and Chassis Inspector	n/a	04,06
51-9061.00	Motor and Controls Tester	n/a	04,06
51-9061.00	Motor Tester	n/a	04,06
51-9061.00	Motorcycle Tester	n/a	04,06,08
51-9061.00	Motors and Controls Tester	n/a	08
51-9061.00	Motors and Generators Inspector	n/a	04,06,08
51-9061.00	Movement Assembly Final Inspector	n/a	08
51-9061.00	Multifocal Lens Inspector	n/a	04,06,08
51-9061.00	Needle Grader	n/a	04,06
51-9061.00	Netting Inspector	n/a	08
51-9061.00	Nib Inspector	n/a	08
51-9061.00	Night Patrol Inspector	n/a	08
51-9061.00	Noise Tester	n/a	04,06
51-9061.00	Nut Sorter	n/a	08
51-9061.00	Odd Shoe Examiner	n/a	08
51-9061.00	Office Machine Components Inspector	n/a	08
51-9061.00	Oil Filters Inspector	n/a	04,06
51-9061.00	Oil Inspector	n/a	04,06
51-9061.00	Oil Pipe Inspector	n/a	08
51-9061.00	Olive Brine Tester	n/a	04,06,08
51-9061.00	Open Die Inspector	n/a	04,06,08
51-9061.00	Operational Test Mechanic	n/a	08
51-9061.00	Optical Glass Inspector	n/a	04,06
51-9061.00	Optical Glass Wet Inspector	n/a	08
51-9061.00	Optical Instrument Inspector	n/a	08
51-9061.00	Ore Grader	n/a	04,06
51-9061.00	Ore Sampler	n/a	04,06
51-9061.00	Outboard Motor Inspector	n/a	08
51-9061.00	Outside Production Inspector	n/a	08
51-9061.00	Oxygen System Tester	n/a	04,06
51-9061.00	Packaging Materials Inspector	n/a	08
51-9061.00	Paint Spray Inspector	n/a	08
51-9061.00	Pairer	n/a	08
51-9061.00	Paper Cone Grader	n/a	04,06
51-9061.00	Paper Counter	n/a	04,06
51-9061.00	Paper Final Inspector	n/a	08
51-9061.00	Paper Grader	n/a	04,06
51-9061.00	Paper Inspector	n/a	04,06
51-9061.00	Paper Pattern Inspector	n/a	08
51-9061.00	Paper Products Inspector	n/a	04,06,08
51-9061.00	Paper Sorter	n/a	04,06
51-9061.00	Paper Sorter and Counter	n/a	04,06,08
51-9061.00	Parachute Inspector	n/a	08
51-9061.00	Parts Inspector	n/a	04,06
51-9061.00	Passer	n/a	04,06
51-9061.00	Pasting Inspector	n/a	08
51-9061.00	Patch Driller	n/a	04,06,08
51-9061.00	Patch Finisher	n/a	04,06,08
51-9061.00	Patcher	n/a	04,08
51-9061.00	Patroller	n/a	04,06,08
51-9061.00	Pattern Checker	n/a	04,06
51-9061.00	Pattern Lease Inspector	n/a	08
51-9061.00	PBX Inspector (Private Branch Exchange Inspector)	PBX Inspector	04,06
51-9061.00	Peeled Potato Inspector	n/a	08
51-9061.00	Pencil Inspector	n/a	08
51-9061.00	Petroleum Inspector	n/a	08
51-9061.00	Petroleum Sampler	n/a	04,06
51-9061.00	Photo Checker	n/a	04,06,08
51-9061.00	Photo Mask Inspector	n/a	08
51-9061.00	Photographic Equipment Inspector	n/a	08
51-9061.00	Pick Up Operator	n/a	04,06
51-9061.00	Pickle Sorter	n/a	04,06
51-9061.00	Picture Frames Inspector	n/a	04,06,08
51-9061.00	Piece Work Inspector	n/a	04,06
51-9061.00	Pinion and Wheel Truer	n/a	08
51-9061.00	Pinion Sorter	n/a	04,06
51-9061.00	Pipe Inspector	n/a	02,04,06
51-9061.00	Pipe Line Inspector	n/a	04,06
51-9061.00	Pipe Line Walker	n/a	04,06
51-9061.00	Pipe Tester	n/a	04,06,08
51-9061.00	Plant Inspector	n/a	04,06
51-9061.00	Plastics and Composites Inspector	n/a	08
51-9061.00	Plate Gauger	n/a	04,06,08
51-9061.00	Plate Inspector	n/a	04,06,08
51-9061.00	Plating Inspector	n/a	04,06,08
51-9061.00	Plug Sorter	n/a	04,06,08
51-9061.00	Plywood Stock Grader	n/a	04,06
51-9061.00	Pneumatic Deicer Inspector	n/a	04,06,08
51-9061.00	Poising Inspector	n/a	08
51-9061.00	Polarity Tester	n/a	04,06
51-9061.00	Pole Inspector	n/a	04,06,08
51-9061.00	Potato Chip Sorter	n/a	04,06
51-9061.00	Potline Monitor	n/a	04,06,08
51-9061.00	Powder Core Tester	n/a	02
51-9061.00	Power Checker	n/a	04,06
51-9061.00	Power Plant Inspector	n/a	04,06
51-9061.00	Power Transformer Inspector	n/a	04,06
51-9061.00	Pre-Assembly Printed Circuit Board Component Tester	n/a	08
51-9061.00	Pre-Assembly Printed Circuit Board Inspector	n/a	08
51-9061.00	Precision Assembly Inspector	n/a	08
51-9061.00	Precision Devices Inspector	n/a	08
51-9061.00	Precision Devices Tester	n/a	08
51-9061.00	Precision Inspector	n/a	08
51-9061.00	Press Pipe Inspector	n/a	04,06
51-9061.00	Pressure Test Operator	n/a	08
51-9061.00	Pressure Tester	n/a	04,06
51-9061.00	Pressure Tester Operator	n/a	04,06
51-9061.00	Primer Inspector	n/a	08
51-9061.00	Print Inspector	n/a	08
51-9061.00	Print Line Inspector	n/a	08
51-9061.00	Printed Circuit Board Assembly Touch-Up Screener	n/a	08
51-9061.00	Printed Circuit Boards Inspector	n/a	08
51-9061.00	Process Checker	n/a	02,08
51-9061.00	Process Controller	n/a	08
51-9061.00	Process Inspector	n/a	08
51-9061.00	Processing Inspector	n/a	08
51-9061.00	Processor Inspector	n/a	04,06
51-9061.00	Procurement Inspector	n/a	04,06
51-9061.00	Product Tester	n/a	10
51-9061.00	Production Grader	n/a	08
51-9061.00	Production Inspector	n/a	08
51-9061.00	Production Sampler	n/a	08
51-9061.00	Production Sorter	n/a	08
51-9061.00	Production Tester	n/a	08
51-9061.00	Production Weigher	n/a	04,06,08
51-9061.00	Proof Coins Inspector	n/a	04,06
51-9061.00	Proof Inspector	n/a	08
51-9061.00	Proof Technician	n/a	08
51-9061.00	Propeller Inspector	n/a	04,06
51-9061.00	Propeller Tester	n/a	04,06
51-9061.00	Publications Inspector	n/a	04,06,08
51-9061.00	Pulp and Paper Tester	n/a	08
51-9061.00	Pulp Tester	n/a	04,06
51-9061.00	Pump Tester	n/a	04,06,08
51-9061.00	Pyrometer Temperature Regulator	n/a	08
51-9061.00	QA Auditor (Quality Assurance Auditor)	QA Auditor	02
51-9061.00	QA Inspector (Quality Assurance Inspector)	QA Inspector	02,04,10
51-9061.00	QA Technician (Quality Assurance Technician)	QA Technician	02
51-9061.00	QC Auditor (Quality Control Auditor)	QC Auditor	02
51-9061.00	QC Technician (Quality Control Technician)	QC Technician	02,08,10
51-9061.00	QC Tester (Quality Control Tester)	QC Tester	04,06
51-9061.00	Quality Assurance Clerk (QA Clerk)	QA Clerk	09
51-9061.00	Quality Assurance Monitor (QA Monitor)	QA Monitor	08
51-9061.00	Quality Assurance Specialist (QA Specialist)	QA Specialist	10
51-9061.00	Quality Assurance Tester (QA Tester)	QA Tester	09
51-9061.00	Quality Auditor	n/a	02
51-9061.00	Quality Checker	n/a	04,06
51-9061.00	Quality Cloth Tester	n/a	08
51-9061.00	Quality Control Checker (QC Checker)	QC Checker	04,06
51-9061.00	Quality Control Inspector (QC Inspector)	QC Inspector	02,04,06,08,09,10
51-9061.00	Quality Inspector	n/a	02,04,06,10
51-9061.00	Quality Specialist	n/a	10
51-9061.00	Quality Technician	n/a	02,10
51-9061.00	Quality Tester	n/a	04,06
51-9061.00	Quartz Orientator	n/a	04,06
51-9061.00	Quill Buncher and Sorter	n/a	08
51-9061.00	Rack Puncher	n/a	04,06
51-9061.00	Radar Tester	n/a	04,06
51-9061.00	Radiator Core Tester	n/a	04,06
51-9061.00	Radio Tester	n/a	04,06
51-9061.00	Rag Inspector	n/a	04,06,08
51-9061.00	Rag Picker	n/a	04,06
51-9061.00	Rag Sorter	n/a	04,06
51-9061.00	Railroad Wheels and Axle Inspector	n/a	04,06,08
51-9061.00	Raw Juice Weigher	n/a	08
51-9061.00	Raw Sampler	n/a	04,06,08
51-9061.00	Raw Silk Grader	n/a	04,06,08
51-9061.00	Re-Examiner	n/a	04,06
51-9061.00	Receiving Inspector	n/a	02,08
51-9061.00	Record Changer Tester	n/a	04,06
51-9061.00	Record Tester	n/a	04,06,08
51-9061.00	Refrigeration Service Inspector	n/a	04,06
51-9061.00	Refrigerator Tester	n/a	08
51-9061.00	Regrader	n/a	04,06
51-9061.00	Regulator Inspector	n/a	08
51-9061.00	Regulator Tester	n/a	04,06,08
51-9061.00	Reinspector	n/a	04,06,08
51-9061.00	Reject Opener	n/a	08
51-9061.00	Rejector	n/a	04,06
51-9061.00	Relay Tester	n/a	04,06,08
51-9061.00	Remnant Sorter	n/a	04,06,08
51-9061.00	Resistor Testing Machine Operator	n/a	04,06
51-9061.00	Returned Goods Sorter	n/a	08
51-9061.00	Returned Materials Inspector	n/a	08
51-9061.00	Ring Sorter	n/a	04,06
51-9061.00	Rivet Sorter	n/a	04,06
51-9061.00	Road Machinery Inspector	n/a	04,06
51-9061.00	Road Tester	n/a	04,06
51-9061.00	Roadability Machine Operator	n/a	08
51-9061.00	Rocket Engine Tester	n/a	04,06
51-9061.00	Rocket Motor Tester	n/a	08
51-9061.00	Roll Examiner	n/a	04,06,08
51-9061.00	Roll Inspector	n/a	04,06,08
51-9061.00	Roll Tension Tester	n/a	04,06
51-9061.00	Roller Bearing Inspector	n/a	08
51-9061.00	Roller Checker	n/a	04,06
51-9061.00	Roller Inspector	n/a	04,06
51-9061.00	Roofing Tile Sorter	n/a	04,06
51-9061.00	Rotor Balancer	n/a	04,06
51-9061.00	Rough Rib Grader	n/a	04,06
51-9061.00	Rough Rice Grader	n/a	08
51-9061.00	Roving Color Checker	n/a	08
51-9061.00	Roving Inspector	n/a	04,06
51-9061.00	Roving Sizer	n/a	08
51-9061.00	Roving Weight Gauger	n/a	08
51-9061.00	Rubber Goods Inspector	n/a	04,06,08
51-9061.00	Rubber Goods Tester	n/a	08
51-9061.00	Rubber Stamp Dies Inspector	n/a	04,06
51-9061.00	Rubber Tester	n/a	04,06,08
51-9061.00	Rug Inspector	n/a	04,06,08
51-9061.00	Safety Equipment Tester	n/a	04,06
51-9061.00	Salvage Inspector	n/a	04,06,08
51-9061.00	Sample Collector	n/a	04,06,08
51-9061.00	Sample Color Maker	n/a	04,06
51-9061.00	Sample Examiner	n/a	04,06
51-9061.00	Sample Grader	n/a	04,06
51-9061.00	Sample Maker	n/a	04
51-9061.00	Sample Selector	n/a	04,06
51-9061.00	Sample Tester	n/a	04,06,08
51-9061.00	Sample Washer	n/a	04,06,08
51-9061.00	Sampler	n/a	04,06,08
51-9061.00	Sampler Tester	n/a	08
51-9061.00	Sand Tester	n/a	08
51-9061.00	Sausage Inspector	n/a	04,06,08
51-9061.00	Scale Balancer	n/a	04,06,08
51-9061.00	Scale Operator	n/a	04,06,08
51-9061.00	Scale Tester	n/a	04,06
51-9061.00	Scaler	n/a	08
51-9061.00	Scales Inspector	n/a	04,06
51-9061.00	Scrap Separator	n/a	04,06,08
51-9061.00	Scrap Sorter	n/a	04,06,08
51-9061.00	Screen Printing Inspector	n/a	08
51-9061.00	Seconds Handler	n/a	08
51-9061.00	Selector	n/a	04,06,08
51-9061.00	Semiconductor Packages Leak Tester	n/a	08
51-9061.00	Semiconductor Packages Tester	n/a	08
51-9061.00	Semiconductor Wafer Inspector	n/a	08
51-9061.00	Semiconductor Wafer Processing Inspector	n/a	08
51-9061.00	Semiconductor Wafers Tester	n/a	08
51-9061.00	Sensitized Paper Tester	n/a	04,06
51-9061.00	Separator	n/a	04
51-9061.00	Service Inspector	n/a	04,06
51-9061.00	Set Up Inspector	n/a	04,06
51-9061.00	Set-Up and Lay-Out Inspector	n/a	08
51-9061.00	Sewer Inspector	n/a	04,06
51-9061.00	Sewing Machine Tester	n/a	04,06
51-9061.00	Shadowgraph Operator	n/a	04,06
51-9061.00	Shadowgraph Scale Operator	n/a	08
51-9061.00	Shaker Plate Operator	n/a	08
51-9061.00	Shank Inspector	n/a	08
51-9061.00	Shell Grader	n/a	04,06
51-9061.00	Shells Inspector	n/a	04,06,08
51-9061.00	Shingle Grader	n/a	04,06
51-9061.00	Shingle Inspector	n/a	04,06
51-9061.00	Shipping Inspector	n/a	08
51-9061.00	Shot Examiner	n/a	04,06
51-9061.00	Shuttle Final Inspector	n/a	08
51-9061.00	Shuttle Inspector	n/a	08
51-9061.00	Signal Tester	n/a	04,06
51-9061.00	Sizer	n/a	08
51-9061.00	Skin Grader	n/a	04,06,08
51-9061.00	Slide Fasteners Inspector	n/a	08
51-9061.00	Snuff Container Inspector	n/a	08
51-9061.00	Soap Inspector	n/a	08
51-9061.00	Soldering Inspector	n/a	04,06,08
51-9061.00	Sorter	n/a	02,04,06,08,10
51-9061.00	Sorter Operator	n/a	08
51-9061.00	Sorting Machine Operator	n/a	04,06
51-9061.00	Sound Tester	n/a	04,06,08
51-9061.00	Spark Plug Tester	n/a	04,06
51-9061.00	Spark Tester	n/a	04,06,08
51-9061.00	Special Tester	n/a	04,06,08
51-9061.00	Speedometer Inspector	n/a	04,06
51-9061.00	Spindle Tester	n/a	04,06
51-9061.00	Spoilage Worker	n/a	04,06,08
51-9061.00	Spool Sorter	n/a	04,06
51-9061.00	Spot Checker	n/a	04,06
51-9061.00	Spotter	n/a	04,08
51-9061.00	Spring Inspector	n/a	04,06,08
51-9061.00	Spring Tester	n/a	04,06
51-9061.00	Static Balancer	n/a	04,06,08
51-9061.00	Stave Grader	n/a	04,06
51-9061.00	Steel Inspector	n/a	04,06
51-9061.00	Steel Sampler	n/a	04,06
51-9061.00	Stencil Inspector	n/a	04,06,08
51-9061.00	Stock Parts Inspector	n/a	08
51-9061.00	Stock Sorter	n/a	04,06
51-9061.00	Stocking Inspector	n/a	08
51-9061.00	Stone Grader	n/a	04,06,08
51-9061.00	Storage Battery Inspector	n/a	04,06
51-9061.00	Storage Battery Inspector and Tester	n/a	08
51-9061.00	Storage Battery Tester	n/a	04,06
51-9061.00	Stummel Selector	n/a	04,06
51-9061.00	Substation Inspector	n/a	08
51-9061.00	Sumatra Opener	n/a	08
51-9061.00	Surgical Garment Inspector	n/a	04,06,08
51-9061.00	Surgical Instruments Inspector	n/a	08
51-9061.00	Surveillance Inspector	n/a	02
51-9061.00	Swatch Checker	n/a	04,06,08
51-9061.00	Switch Inspector	n/a	04,06
51-9061.00	Switchboard Inspector	n/a	04,06
51-9061.00	Tablet Tester	n/a	04,06,08
51-9061.00	Tank Car Inspector	n/a	08
51-9061.00	Tank Tester	n/a	04,06
51-9061.00	Targeteer	n/a	04,06,08
51-9061.00	Taster	n/a	04,06,08
51-9061.00	Tea Taster	n/a	04,06
51-9061.00	Telegraph Inspector	n/a	04,06
51-9061.00	Television Inspector	n/a	04,06
51-9061.00	Television Parts Tester	n/a	04,06
51-9061.00	Temperature Control Inspector	n/a	08
51-9061.00	Temperature Inspector	n/a	04,06,08
51-9061.00	Temperature Regulator	n/a	04,06
51-9061.00	Template Checker	n/a	04,06
51-9061.00	Test Car Driver	n/a	04,06
51-9061.00	Test Carrier	n/a	04,06
51-9061.00	Test Desk Trouble Locator	n/a	04,06,08
51-9061.00	Test Driver	n/a	08
51-9061.00	Test Preparer	n/a	04,06,08
51-9061.00	Test Technician	n/a	02,04
51-9061.00	Test Worker	n/a	04,06,08
51-9061.00	Tester	n/a	02,04,06,08,10
51-9061.00	Tester Operator	n/a	08
51-9061.00	Testing and Regulating Technician	n/a	04,06,08
51-9061.00	Testing Machine Operator	n/a	04,06
51-9061.00	Texturing Process Quality Control Checker (Texturing Process QC Checker)	Texturing Process QC Checker	08
51-9061.00	Thermocouple Tester	n/a	04,06
51-9061.00	Thermometer Tester	n/a	04,06,08
51-9061.00	Thread Checker	n/a	04,06
51-9061.00	Thread Inspector	n/a	04,06,08
51-9061.00	Tie Inspector	n/a	04,06,08
51-9061.00	Tight Barrel Inspector	n/a	08
51-9061.00	Tile Grader	n/a	04,06
51-9061.00	Tile Picker	n/a	04,06
51-9061.00	Tile Shader	n/a	04,06,08
51-9061.00	Tile Sorter	n/a	04,06,08
51-9061.00	Timber Inspector	n/a	04,06
51-9061.00	Time Clock Inspector	n/a	04,06
51-9061.00	Timer	n/a	04,06
51-9061.00	Timers Inspector	n/a	08
51-9061.00	Timing Inspector	n/a	08
51-9061.00	Tin Assorter	n/a	04,06
51-9061.00	Tin Flipper	n/a	04,06
51-9061.00	Tin Flopper	n/a	04,06
51-9061.00	Tip Length Checker	n/a	04,06
51-9061.00	Tire Balancer	n/a	08
51-9061.00	Tire Classifier	n/a	04,06,08
51-9061.00	Tire Inspector	n/a	08
51-9061.00	Tire Mold Tester	n/a	04,06
51-9061.00	Tire Sorter	n/a	04,06,08
51-9061.00	Tire Tester	n/a	04,06
51-9061.00	Tobacco Classer	n/a	04,06
51-9061.00	Tobacco Grader	n/a	04,06
51-9061.00	Tobacco Sample Puller	n/a	08
51-9061.00	Tobacco Sampler	n/a	04,06
51-9061.00	Toll Line Inspector	n/a	04,06
51-9061.00	Tool Inspector	n/a	04,06,08
51-9061.00	Tooth Inspector	n/a	08
51-9061.00	Torque Tester	n/a	04,06,08
51-9061.00	Towel Inspector	n/a	08
51-9061.00	Towel Sorter	n/a	04,06
51-9061.00	Toys Inspector	n/a	04,06,08
51-9061.00	Transformer Tester	n/a	04,06,08
51-9061.00	Transistor Tester	n/a	04,06
51-9061.00	Transmission Inspector	n/a	04,06
51-9061.00	Transmission Tester	n/a	04,06,08
51-9061.00	Treating Inspector	n/a	08
51-9061.00	Triple Air-Valve Tester	n/a	08
51-9061.00	Trouble Locater	n/a	04,06
51-9061.00	Trouble Shooter	n/a	04
51-9061.00	Truck Trailer Final Inspector	n/a	08
51-9061.00	Try Out Person	n/a	04,06
51-9061.00	Tube Inspector	n/a	04,06
51-9061.00	Tube Sorter	n/a	04,06,08
51-9061.00	Tube Tester	n/a	04,06
51-9061.00	Twist Tester	n/a	04,06
51-9061.00	Type Inspector	n/a	08
51-9061.00	Typewriter Assembly and Parts Inspector	n/a	08
51-9061.00	Typewriter Tester	n/a	04,06,08
51-9061.00	Ultrasonic Tester	n/a	04,06,08
51-9061.00	Upholstery Covers Inspector	n/a	04,06
51-9061.00	Upholstery Parts Sorter	n/a	04,06,08
51-9061.00	Upper Leather Sorter	n/a	08
51-9061.00	Utilities Service Investigator	n/a	08
51-9061.00	Valve Tester	n/a	04,06
51-9061.00	Varnish Inspector	n/a	04,06,08
51-9061.00	Veneer Grader	n/a	04,06,08
51-9061.00	Veneer Matcher	n/a	08
51-9061.00	Veneer Measurer	n/a	04,06
51-9061.00	Veneer Stock Grader	n/a	04,06
51-9061.00	Vibrator Equipment Tester	n/a	08
51-9061.00	Viscosity Tester	n/a	04,06
51-9061.00	Voltage Tester	n/a	04,06,08
51-9061.00	Wafer Substrate Tester	n/a	08
51-9061.00	Wallpaper Inspector	n/a	08
51-9061.00	Wallpaper Inspector and Shipper	n/a	08
51-9061.00	Ware Tester	n/a	04,06,08
51-9061.00	Warp Tester	n/a	04,06
51-9061.00	Warp Yarn Sorter	n/a	08
51-9061.00	Waste Disposal Leakage Tester	n/a	08
51-9061.00	Waste Examiner	n/a	04,06
51-9061.00	Waste Salvager	n/a	08
51-9061.00	Watch Assembly Inspector	n/a	08
51-9061.00	Watch Parts Inspector	n/a	08
51-9061.00	Watch Train Inspector	n/a	08
51-9061.00	Water Quality Tester	n/a	08
51-9061.00	Weaving Inspector	n/a	08
51-9061.00	Webbing Inspector	n/a	04,06
51-9061.00	Weigh Machine Operator	n/a	04,06
51-9061.00	Weigh Tank Operator	n/a	08
51-9061.00	Weigher	n/a	08
51-9061.00	Weigher Operator	n/a	08
51-9061.00	Weight Tester	n/a	08
51-9061.00	Weight Yardage Checker	n/a	08
51-9061.00	Weld Inspector	n/a	08
51-9061.00	Welding Inspector	n/a	02,04,06
51-9061.00	Wheel and Pinion Inspector	n/a	04,06,08
51-9061.00	Wheel Inspector	n/a	08
51-9061.00	Winding Inspector	n/a	08
51-9061.00	Winding Inspector and Tester	n/a	08
51-9061.00	Wire Inspector	n/a	04,06,08
51-9061.00	Wire Products Inspector	n/a	04,06,08
51-9061.00	Wire Tester	n/a	04,06
51-9061.00	Wood Inspector	n/a	08
51-9061.00	Wood Scaler	n/a	04,06
51-9061.00	Wood Treating Inspector	n/a	04,06
51-9061.00	Woodwind Instruments Inspector	n/a	04,06,08
51-9061.00	Woodwork Salvage Inspector	n/a	08
51-9061.00	Wrap Yarn Sorter	n/a	04,06
51-9061.00	Wrapper Counter	n/a	08
51-9061.00	Wrapper Selector	n/a	04,06,08
51-9061.00	Wrapping Checker	n/a	04,06
51-9061.00	Wreath Inspector	n/a	04,06,08
51-9061.00	X-Ray Equipment Tester	n/a	04,06
51-9061.00	X-Ray Inspector	n/a	08
51-9061.00	Yard Inspector	n/a	04,06
51-9061.00	Yarn Color Checker	n/a	08
51-9061.00	Yarn Examiner	n/a	04,06,08
51-9061.00	Yarn Skeins Examiner	n/a	08
51-9061.00	Yarn Sorter	n/a	08
51-9061.00	Yield Loss Inspector	n/a	04,06
51-9061.00	Yield-Loss Inspector	n/a	08
51-9061.00	Zyglo Inspector	n/a	04,06
51-9061.00	Zyglo Technician	n/a	04,06
51-9071.00	Antique Jewelry Repairer	n/a	08
51-9071.00	Appraisal Technician	n/a	08
51-9071.00	Arborer	n/a	08
51-9071.00	Artist	n/a	02
51-9071.00	Bead Maker	n/a	08
51-9071.00	Bench Jeweler	n/a	02
51-9071.00	Bench Molder	n/a	08
51-9071.00	Bracelet Maker	n/a	08
51-9071.00	Brass Chaser	n/a	08
51-9071.00	Brilliandeer Looper	n/a	08
51-9071.00	Bronze Chaser	n/a	08
51-9071.00	Brooch Maker	n/a	08
51-9071.00	Cast Member	n/a	10
51-9071.00	Caster	n/a	02
51-9071.00	Centrifugal Casting Machine Operator	n/a	08
51-9071.00	Certified Bench Jeweler Technician	n/a	08
51-9071.00	Chain Maker	n/a	08
51-9071.00	Chaser	n/a	08
51-9071.00	Craft Worker	n/a	08
51-9071.00	Crafter	n/a	08
51-9071.00	Damascener	n/a	08
51-9071.00	Dial Maker	n/a	08
51-9071.00	Diamond Expert	n/a	08
51-9071.00	Diamond Grader	n/a	04,08
51-9071.00	Diamond Polisher	n/a	04,08
51-9071.00	Diamond Setter	n/a	04,08
51-9071.00	Earrings Fabricator	n/a	02
51-9071.00	Engine Turner	n/a	08
51-9071.00	Engraver	n/a	08
51-9071.00	Fabricator	n/a	08
51-9071.00	Facetor	n/a	04,08
51-9071.00	Fancy Wire Drawer	n/a	08
51-9071.00	Gem Cutter	n/a	04,08
51-9071.00	Gem Technician	n/a	08
51-9071.00	Gemologist	n/a	02,04
51-9071.00	Girdler	n/a	08
51-9071.00	Gold Beater	n/a	08
51-9071.00	Goldbeater	n/a	08
51-9071.00	Goldsmith	n/a	02,04
51-9071.00	Hammer Setter	n/a	08
51-9071.00	Hammersmith	n/a	08
51-9071.00	Hand Chain Maker	n/a	08
51-9071.00	Jeweler	n/a	02
51-9071.00	Jewelry Appraiser	n/a	08
51-9071.00	Jewelry Bearing Maker	n/a	08
51-9071.00	Jewelry Bench Molder	n/a	08
51-9071.00	Jewelry Bench Worker	n/a	08
51-9071.00	Jewelry Designer	n/a	08
51-9071.00	Jewelry Drill Operator	n/a	08
51-9071.00	Jewelry Drilling Machine Operator	n/a	08
51-9071.00	Jewelry Finisher	n/a	08
51-9071.00	Jewelry Inspector	n/a	08
51-9071.00	Jewelry Maker	n/a	08
51-9071.00	Jewelry Mechanic	n/a	08
51-9071.00	Jewelry Model Maker	n/a	08
51-9071.00	Jewelry Mold Maker	n/a	08
51-9071.00	Jewelry Repairer	n/a	04,08
51-9071.00	Jewelry Technician	n/a	08
51-9071.00	Jewelsmith	n/a	04,08
51-9071.00	Lapidarist	n/a	04,08
51-9071.00	Lay-Out Worker	n/a	08
51-9071.00	Layout Operator	n/a	08
51-9071.00	Layout Worker	n/a	08
51-9071.00	Locket Maker	n/a	08
51-9071.00	Metal Engraver	n/a	08
51-9071.00	Metal Finisher	n/a	08
51-9071.00	Metal Polisher	n/a	08
51-9071.00	Model Maker	n/a	08
51-9071.00	Mold Maker	n/a	08
51-9071.00	Oliving Machine Operator	n/a	08
51-9071.00	Pearl Restorer	n/a	08
51-9071.00	Pewter Caster	n/a	08
51-9071.00	Pewter Fabricator	n/a	08
51-9071.00	Pewter Finisher	n/a	08
51-9071.00	Pewterer	n/a	04,08
51-9071.00	Phonograph Needle Tip Maker	n/a	08
51-9071.00	Platinum Smith	n/a	02
51-9071.00	Platinumsmith	n/a	08
51-9071.00	Polisher	n/a	08
51-9071.00	Pronger	n/a	08
51-9071.00	Restoration Silversmith	n/a	02
51-9071.00	Ring Maker	n/a	08
51-9071.00	Sample Maker	n/a	08
51-9071.00	Setter	n/a	08
51-9071.00	Silver Chaser	n/a	08
51-9071.00	Silversmith	n/a	02,04
51-9071.00	Solderer	n/a	08
51-9071.00	Special Order Jeweler	n/a	08
51-9071.00	Stamper	n/a	08
51-9071.00	Stone Setter	n/a	08
51-9071.00	Stonecutter	n/a	08
51-9071.06	Brilliandeer Lopper	n/a	08
51-9071.06	Clarity Expert	n/a	10
51-9071.06	Diamond Assorter	n/a	04,06
51-9071.06	Diamond Cleaner	n/a	04,06
51-9071.06	Diamond Cleaver	n/a	08
51-9071.06	Diamond Cutter	n/a	02,04,06,10
51-9071.06	Diamond Die Driller	n/a	04,06
51-9071.06	Diamond Die Polisher	n/a	04,06
51-9071.06	Diamond Driller	n/a	04,06,08
51-9071.06	Diamond Grader	n/a	02
51-9071.06	Diamond Heister	n/a	10
51-9071.06	Diamond Mounter	n/a	04,06
51-9071.06	Diamond Picker	n/a	02
51-9071.06	Diamond Polisher	n/a	02,04,06
51-9071.06	Diamond Sawer	n/a	02
51-9071.06	Diamond Selector	n/a	04,06,08
51-9071.06	Diamond Setter	n/a	02,04,06,10
51-9071.06	Diamond Sizer and Grader	n/a	04,06
51-9071.06	Facetor	n/a	02
51-9071.06	Gem Cutter	n/a	04,06,08
51-9071.06	Gem Expert	n/a	04,06
51-9071.06	Gem Stone Cutter	n/a	04,06
51-9071.06	Gemologist	n/a	02
51-9071.06	Girdler	n/a	08
51-9071.06	Grader	n/a	10
51-9071.06	Jewel Bearing Maker	n/a	04,06
51-9071.06	Jewel Blocker and Sawyer	n/a	04,06,08
51-9071.06	Jewel Sawyer	n/a	04,06
51-9071.06	Jewel Setter	n/a	04,06
51-9071.06	Jewelry Cutter	n/a	04,06
51-9071.06	Jewelry Setter	n/a	10
51-9071.06	Lapidarist	n/a	02
51-9071.06	Lapidary	n/a	04,06,10
51-9071.06	Oliving Machine Operator	n/a	08
51-9071.06	Pearl Cutter	n/a	04,06
51-9071.06	Pearl Peller	n/a	04,06
51-9071.06	Pearl Restorer	n/a	04,06
51-9071.06	Phonograph Needle Tip Maker	n/a	08
51-9071.06	Sapphire Stylus Grinder	n/a	08
51-9071.06	Setter	n/a	10
51-9071.06	Spotter	n/a	08
51-9071.06	Tightener	n/a	10
51-9081.00	Bridge Technician	n/a	10
51-9081.00	Ceramist	n/a	02,04,06,10
51-9081.00	Certified Dental Technologist (CDT)	CDT	02
51-9081.00	Crown and Bridge Dental Laboratory Technician (Crown and Bridge Dental Lab Tech)	Crown and Bridge Dental Lab Tech	02,04
51-9081.00	Crown and Bridge Technician (Crown and Bridge Tech)	Crown and Bridge Tech	02,04,06
51-9081.00	Crown Ceramist	n/a	04
